#Subject	Angle	Frequency	Speed	Average_cursor_speed
13	0	8	0.73	5.89662830629
13	120	13	0.73	5.52799693694
13	120	1	0.73	5.00651895548
13	120	20	0.73	6.61100721368
13	120	2	0.73	3.88983875339
13	120	30	0.73	5.59319623987
13	120	4	0.73	2.71735633864
13	120	8	0.73	5.22199495403
13	180	13	0.73	5.43792067938
13	180	1	0.73	5.45218034403
13	180	20	0.73	7.18279995455
13	180	2	0.73	5.43190149967
13	180	30	0.73	0.913763882261
13	180	4	0.73	5.20338596325
13	180	8	0.73	6.83221784881
13	30	13	0.73	5.36179859304
13	30	1	0.73	0.889121637784
13	30	20	0.73	4.61172699582
13	30	2	0.73	5.94495086773
13	30	30	0.73	4.80215250036
13	30	4	0.73	6.73355370945
13	30	8	0.73	5.20021984043
13	60	13	0.73	6.70982871676
13	60	1	0.73	6.4066761323
13	60	20	0.73	6.75027329882
13	60	2	0.73	5.8067606283
13	60	30	0.73	6.23328644122
13	60	4	0.73	6.17961662901
13	60	8	0.73	4.2149392677
13	90	13	0.73	3.22778289182
13	90	1	0.73	4.83052115298
13	90	20	0.73	5.9378231099
13	90	2	0.73	7.68268499932
13	90	30	0.73	5.3271757198
13	90	4	0.73	4.16747286599
13	90	8	0.73	2.87775646877
