Frequency	Angle	Speed	Area	Stdev
8	160	1.0	2.74508982994	0.606817419897
10	160	1.0	2.45860680567	0.519694122931
12	160	1.0	2.38241199857	0.523270384209
16	160	1.0	2.1229845122	0.372162305047
20	160	1.0	1.81118032742	0.381935811225
24	160	1.0	1.64081819867	0.326029772626
32	160	1.0	1.49166906243	0.335554113712
40	160	1.0	1.37686795877	0.250384851431
48	160	1.0	1.24232508053	0.253321694155
56	160	1.0	1.13381899839	0.239417460176
64	160	1.0	1.09745957281	0.249541944806
80	160	1.0	0.969074726995	0.205514321449
96	160	1.0	0.88977816844	0.179398704204
112	160	1.0	0.797307105804	0.150065759909
128	160	1.0	0.777299348571	0.154260282076
160	160	1.0	0.710884464797	0.137423286779
192	160	1.0	0.6874849108	0.135960692638
224	160	1.0	0.619045646408	0.145405636091
256	160	1.0	0.583707635804	0.127797085737
320	160	1.0	0.549706102521	0.109483677587
384	160	1.0	0.484855285952	0.106113517294
512	160	1.0	0.394940768042	0.0856992245576

0.5	180	1.0	7.46447349785	1.48349700493
1	180	1.0	6.01911968347	1.31120980053
2	180	1.0	4.52503118257	1.05439742064
4	180	1.0	3.33297933205	0.700305991227
6	180	1.0	2.77264227185	0.553603244774
8	180	1.0	2.55799077772	0.544291805009
10	180	1.0	2.32991023755	0.547628610631
12	180	1.0	2.16468401168	0.416900115188
16	180	1.0	1.93734927673	0.416619350067
20	180	1.0	1.640256216	0.384109676535
24	180	1.0	1.53688499292	0.283256685027
32	180	1.0	1.34322850824	0.280523067786
40	180	1.0	1.23443211543	0.256107916963
48	180	1.0	1.11378635826	0.276678719992
56	180	1.0	1.01654581843	0.234312225901
64	180	1.0	0.987010396869	0.210234053502
80	180	1.0	0.836682662451	0.168400007265
96	180	1.0	0.814250999579	0.17439556164
112	180	1.0	0.734225088435	0.165117342373
128	180	1.0	0.666703297993	0.129477598195
160	180	1.0	0.64413104535	0.125640267126
192	180	1.0	0.577638726835	0.112418951627
224	180	1.0	0.56370036174	0.10988524388
256	180	1.0	0.490612292483	0.091068900606
320	180	1.0	0.489276391562	0.103518434688
384	180	1.0	0.418808293015	0.0907107163254
512	180	1.0	0.355039998847	0.0664390779738
