A_exp	F_exp	Mean_std
0.5937	3.358	2.61072853437
0.5937	3.408	2.61189157239
0.5937	3.457	2.61538120163
0.5937	3.506	2.6233823295
0.5937	3.556	2.62369689594
0.5937	3.605	2.6210659364
0.5937	3.654	2.62350949971
0.5937	3.704	2.62626767427
0.5937	3.753	2.62726654375
0.5937	3.803	2.62726654375
0.5937	3.852	2.63056968483
0.5937	3.901	2.64623116633
0.5937	3.951	2.64902634934
0.5937	4	2.64902634934

0.643	0.1	1.15528501833
0.643	0.1494	0.86075088777
0.643	0.1987	0.549705724905
0.643	0.2481	0.323226517938
0.643	0.2975	0.164637744272
0.643	0.3468	0.205778873285
0.643	0.3962	0.36354861446
0.643	0.4456	0.507098857489
0.643	0.4949	0.670317282775
0.643	0.5443	0.822325549981
0.643	0.5937	0.946455603788
0.643	0.643	1.06552868563
0.643	0.6924	1.18289841696
0.643	0.7418	1.31271981205
0.643	0.7911	1.41411709263
0.643	0.8405	1.5114114761
0.643	0.8899	1.58770419114
0.643	0.9392	1.65963733942
0.643	0.9886	1.72498795301
0.643	1.038	1.79411417094
0.643	1.087	1.84426542245
0.643	1.137	1.88671194966
0.643	1.186	1.94384189254
0.643	1.235	1.99469145919
0.643	1.285	2.01386118892
0.643	1.334	2.06193659739
0.643	1.384	2.10039074874
0.643	1.433	2.13187239818
0.643	1.482	2.16536311169
0.643	1.532	2.17981144939
0.643	1.581	2.21693600237
0.643	1.63	2.2410582951
0.643	1.68	2.25573640862
0.643	1.729	2.27937714425
0.643	1.778	2.29008839882
0.643	1.828	2.3012565112
0.643	1.877	2.31227740952
0.643	1.927	2.32000732245
0.643	1.976	2.36413050581
0.643	2.025	2.36947098713
0.643	2.075	2.38311992109
0.643	2.124	2.39246888545
0.643	2.173	2.4041261818
0.643	2.223	2.40842583143
0.643	2.272	2.4303262121
0.643	2.322	2.44284123555
0.643	2.371	2.45410092508
0.643	2.42	2.45961840295
0.643	2.47	2.47352633046
0.643	2.519	2.48145680221
0.643	2.568	2.48135683942
0.643	2.618	2.50022028816
0.643	2.667	2.50638602538
0.643	2.716	2.52123590072
0.643	2.766	2.51804335498
0.643	2.815	2.52669302122
0.643	2.865	2.53428621715
0.643	2.914	2.54173182429
0.643	2.963	2.54846647202
0.643	3.013	2.55386057412
0.643	3.062	2.55293413654
0.643	3.111	2.55784344122
0.643	3.161	2.5542343321
0.643	3.21	2.57025494313
0.643	3.259	2.56774208313
0.643	3.309	2.5786449108
0.643	3.358	2.5905763583
0.643	3.408	2.59362505227
0.643	3.457	2.59981925212
0.643	3.506	2.60386198875
0.643	3.556	2.60386198875
0.643	3.605	2.60732721623
0.643	3.654	2.61189157239
0.643	3.704	2.61189157239
0.643	3.753	2.62050894966
0.643	3.803	2.6233823295
0.643	3.852	2.62369689594
0.643	3.901	2.6210659364
0.643	3.951	2.62160067335
0.643	4	2.62599570234

0.6924	0.1	1.20826259898
0.6924	0.1494	0.911394237856
0.6924	0.1987	0.641869715603
0.6924	0.2481	0.409462559893
0.6924	0.2975	0.222656408772
0.6924	0.3468	0.162986907836
0.6924	0.3962	0.269478436126
0.6924	0.4456	0.410936562531
0.6924	0.4949	0.564720663307
0.6924	0.5443	0.710266861003
0.6924	0.5937	0.833482835373
0.6924	0.643	0.955765216567
0.6924	0.6924	1.0699002256
0.6924	0.7418	1.18233284115
0.6924	0.7911	1.29601715515
0.6924	0.8405	1.3878602107
0.6924	0.8899	1.48078710669
0.6924	0.9392	1.55301049787
0.6924	0.9886	1.63479639908
0.6924	1.038	1.69426806533
0.6924	1.087	1.75478079022
0.6924	1.137	1.81434449319
0.6924	1.186	1.86241865122
0.6924	1.235	1.89312357974
0.6924	1.285	1.96014259325
0.6924	1.334	1.99469145919
0.6924	1.384	2.01386118892
0.6924	1.433	2.05996201811
0.6924	1.482	2.09090689973
0.6924	1.532	2.12454677352
0.6924	1.581	2.15782845805
0.6924	1.63	2.17608906662
0.6924	1.68	2.20517708571
0.6924	1.729	2.23015811511
0.6924	1.778	2.24771941124
0.6924	1.828	2.2658460553
0.6924	1.877	2.28114241253
0.6924	1.927	2.29190476675
0.6924	1.976	2.3012565112
0.6924	2.025	2.31227740952
0.6924	2.075	2.32000732245
0.6924	2.124	2.36413050581
0.6924	2.173	2.36947098713
0.6924	2.223	2.38291800944
0.6924	2.272	2.38691434989
0.6924	2.322	2.40286819011
0.6924	2.371	2.40689831161
0.6924	2.42	2.41522764077
0.6924	2.47	2.43141629702
0.6924	2.519	2.44284123555
0.6924	2.568	2.45410092508
0.6924	2.618	2.45961840295
0.6924	2.667	2.47352633046
0.6924	2.716	2.4831931393
0.6924	2.766	2.48135683942
0.6924	2.815	2.50022028816
0.6924	2.865	2.50239259102
0.6924	2.914	2.52123590072
0.6924	2.963	2.51855724701
0.6924	3.013	2.52444034247
0.6924	3.062	2.53225683538
0.6924	3.111	2.53862794157
0.6924	3.161	2.54173182429
0.6924	3.21	2.54846647202
0.6924	3.259	2.55386057412
0.6924	3.309	2.55293413654
0.6924	3.358	2.55784344122
0.6924	3.408	2.5542343321
0.6924	3.457	2.57025494313
0.6924	3.506	2.57640732191
0.6924	3.556	2.57645706661
0.6924	3.605	2.5905763583
0.6924	3.654	2.59093416348
0.6924	3.704	2.59981925212
0.6924	3.753	2.60121161513
0.6924	3.803	2.60386198875
0.6924	3.852	2.60674719652
0.6924	3.901	2.61072853437
0.6924	3.951	2.61189157239
0.6924	4	2.61189157239

0.7418	0.1	1.25775075143
0.7418	0.1494	0.964205101214
0.7418	0.1987	0.703855048019
0.7418	0.2481	0.464328682713
0.7418	0.2975	0.288306105274
0.7418	0.3468	0.158128702866
0.7418	0.3962	0.201966748922
0.7418	0.4456	0.34209858891
0.7418	0.4949	0.479359409108
0.7418	0.5443	0.602719041227
0.7418	0.5937	0.739412191442
0.7418	0.643	0.862346323289
0.7418	0.6924	0.962333236943
0.7418	0.7418	1.06830981873
0.7418	0.7911	1.17646808601
0.7418	0.8405	1.27113406941
0.7418	0.8899	1.36221592823
0.7418	0.9392	1.45845962708
0.7418	0.9886	1.53936104956
0.7418	1.038	1.61510984595
0.7418	1.087	1.67302418535
0.7418	1.137	1.71625159137
0.7418	1.186	1.78175247859
0.7418	1.235	1.82798398855
0.7418	1.285	1.866914828
0.7418	1.334	1.90567382503
0.7418	1.384	1.96389375644
0.7418	1.433	1.99469145919
0.7418	1.482	2.01386118892
0.7418	1.532	2.05996201811
0.7418	1.581	2.07661503106
0.7418	1.63	2.12253263398
0.7418	1.68	2.14020286303
0.7418	1.729	2.17511430556
0.7418	1.778	2.18417834238
0.7418	1.828	2.22158202867
0.7418	1.877	2.2410582951
0.7418	1.927	2.25573640862
0.7418	1.976	2.27545793952
0.7418	2.025	2.27723389703
0.7418	2.075	2.29393398314
0.7418	2.124	2.3012565112
0.7418	2.173	2.31227740952
0.7418	2.223	2.32000732245
0.7418	2.272	2.36413050581
0.7418	2.322	2.36947098713
0.7418	2.371	2.38129435195
0.7418	2.42	2.38684944175
0.7418	2.47	2.39836873748
0.7418	2.519	2.4041261818
0.7418	2.568	2.40842583143
0.7418	2.618	2.4303262121
0.7418	2.667	2.44284123555
0.7418	2.716	2.45283932527
0.7418	2.766	2.45744413884
0.7418	2.815	2.46107124489
0.7418	2.865	2.47352633046
0.7418	2.914	2.47901563635
0.7418	2.963	2.48135683942
0.7418	3.013	2.50022028816
0.7418	3.062	2.50239259102
0.7418	3.111	2.51907674769
0.7418	3.161	2.51855724701
0.7418	3.21	2.52444034247
0.7418	3.259	2.52571237272
0.7418	3.309	2.53428621715
0.7418	3.358	2.54173182429
0.7418	3.408	2.5454742697
0.7418	3.457	2.54981718971
0.7418	3.506	2.55293413654
0.7418	3.556	2.55293413654
0.7418	3.605	2.55784344122
0.7418	3.654	2.5542343321
0.7418	3.704	2.57025494313
0.7418	3.753	2.57640732191
0.7418	3.803	2.5723495996
0.7418	3.852	2.5905763583
0.7418	3.901	2.5905763583
0.7418	3.951	2.59981925212
0.7418	4	2.60026169481

0.7911	0.1	1.29075847329
0.7911	0.1494	1.01498806183
0.7911	0.1987	0.74841861479
0.7911	0.2481	0.540214120521
0.7911	0.2975	0.350046047375
0.7911	0.3468	0.201060813292
0.7911	0.3962	0.162986907836
0.7911	0.4456	0.247982743314
0.7911	0.4949	0.382835387132
0.7911	0.5443	0.505764126857
0.7911	0.5937	0.65073398291
0.7911	0.643	0.762066397907
0.7911	0.6924	0.874786276517
0.7911	0.7418	0.983505182882
0.7911	0.7911	1.08599117406
0.7911	0.8405	1.17342659798
0.7911	0.8899	1.26432007818
0.7911	0.9392	1.33495601665
0.7911	0.9886	1.42556504775
0.7911	1.038	1.51218992013
0.7911	1.087	1.57260081561
0.7911	1.137	1.64626081074
0.7911	1.186	1.69426806533
0.7911	1.235	1.75198297676
0.7911	1.285	1.79752974574
0.7911	1.334	1.84116116705
0.7911	1.384	1.8774842876
0.7911	1.433	1.91455434886
0.7911	1.482	1.96389375644
0.7911	1.532	2.00019674917
0.7911	1.581	2.01386118892
0.7911	1.63	2.05814531976
0.7911	1.68	2.07403503219
0.7911	1.729	2.11489563767
0.7911	1.778	2.13300713909
0.7911	1.828	2.16993772857
0.7911	1.877	2.17981144939
0.7911	1.927	2.20930347052
0.7911	1.976	2.23015811511
0.7911	2.025	2.24771941124
0.7911	2.075	2.26530577383
0.7911	2.124	2.27937714425
0.7911	2.173	2.29008839882
0.7911	2.223	2.3012565112
0.7911	2.272	2.3038739285
0.7911	2.322	2.31227740952
0.7911	2.371	2.32000732245
0.7911	2.42	2.36413050581
0.7911	2.47	2.36947098713
0.7911	2.519	2.38176337343
0.7911	2.568	2.38656183473
0.7911	2.618	2.39246888545
0.7911	2.667	2.40376599729
0.7911	2.716	2.40689831161
0.7911	2.766	2.41522764077
0.7911	2.815	2.43141629702
0.7911	2.865	2.44284123555
0.7911	2.914	2.45410092508
0.7911	2.963	2.45851733073
0.7911	3.013	2.47119913926
0.7911	3.062	2.47352633046
0.7911	3.111	2.47901563635
0.7911	3.161	2.48135683942
0.7911	3.21	2.50022028816
0.7911	3.259	2.50192684735
0.7911	3.309	2.51547778381
0.7911	3.358	2.5193904429
0.7911	3.408	2.51804335498
0.7911	3.457	2.52669302122
0.7911	3.506	2.53225683538
0.7911	3.556	2.53862794157
0.7911	3.605	2.54173182429
0.7911	3.654	2.54846647202
0.7911	3.704	2.55386057412
0.7911	3.753	2.55293413654
0.7911	3.803	2.55281248022
0.7911	3.852	2.55797369804
0.7911	3.901	2.5597426003
0.7911	3.951	2.57025494313
0.7911	4	2.57640732191

0.8405	0.1	1.32728597735
0.8405	0.1494	1.06128308639
0.8405	0.1987	0.845373003139
0.8405	0.2481	0.608298160167
0.8405	0.2975	0.421048262072
0.8405	0.3468	0.259752138681
0.8405	0.3962	0.155878730088
0.8405	0.4456	0.200243421985
0.8405	0.4949	0.303311350951
0.8405	0.5443	0.425817056468
0.8405	0.5937	0.549391681222
0.8405	0.643	0.665106587987
0.8405	0.6924	0.77887905274
0.8405	0.7418	0.881299078808
0.8405	0.7911	0.984216809634
0.8405	0.8405	1.09019117465
0.8405	0.8899	1.16457374202
0.8405	0.9392	1.26430301614
0.8405	0.9886	1.32604188325
0.8405	1.038	1.41519943818
0.8405	1.087	1.48750637096
0.8405	1.137	1.55050218356
0.8405	1.186	1.62657726441
0.8405	1.235	1.67488769909
0.8405	1.285	1.71395093365
0.8405	1.334	1.77205690461
0.8405	1.384	1.81434449319
0.8405	1.433	1.85829353392
0.8405	1.482	1.88424741725
0.8405	1.532	1.91912275198
0.8405	1.581	1.96781273325
0.8405	1.63	2.00468751348
0.8405	1.68	2.01386118892
0.8405	1.729	2.05340615496
0.8405	1.778	2.07095959164
0.8405	1.828	2.11265821114
0.8405	1.877	2.13187239818
0.8405	1.927	2.16222237126
0.8405	1.976	2.17608906662
0.8405	2.025	2.20403258763
0.8405	2.075	2.22633740617
0.8405	2.124	2.23789088161
0.8405	2.173	2.25560744558
0.8405	2.223	2.2703191354
0.8405	2.272	2.27937714425
0.8405	2.322	2.29008839882
0.8405	2.371	2.3012565112
0.8405	2.42	2.30417274048
0.8405	2.47	2.31227740952
0.8405	2.519	2.32000732245
0.8405	2.568	2.36413050581
0.8405	2.618	2.36947098713
0.8405	2.667	2.38176337343
0.8405	2.716	2.38311992109
0.8405	2.766	2.38691434989
0.8405	2.815	2.40286819011
0.8405	2.865	2.40428827939
0.8405	2.914	2.40842583143
0.8405	2.963	2.4303262121
0.8405	3.013	2.43121588712
0.8405	3.062	2.44376676679
0.8405	3.111	2.45410092508
0.8405	3.161	2.45851733073
0.8405	3.21	2.47447034247
0.8405	3.259	2.47352633046
0.8405	3.309	2.47901563635
0.8405	3.358	2.48135683942
0.8405	3.408	2.50022028816
0.8405	3.457	2.49849047274
0.8405	3.506	2.51547778381
0.8405	3.556	2.52257337072
0.8405	3.605	2.51804335498
0.8405	3.654	2.52444034247
0.8405	3.704	2.52592400356
0.8405	3.753	2.53428621715
0.8405	3.803	2.54173182429
0.8405	3.852	2.54173182429
0.8405	3.901	2.54846647202
0.8405	3.951	2.55386057412
0.8405	4	2.55293413654

0.8899	0.1	1.35820640769
0.8899	0.1494	1.10428603924
0.8899	0.1987	0.883872041263
0.8899	0.2481	0.673433131652
0.8899	0.2975	0.464328682713
0.8899	0.3468	0.310526663783
0.8899	0.3962	0.182753689287
0.8899	0.4456	0.162986907836
0.8899	0.4949	0.232770498923
0.8899	0.5443	0.354814641513
0.8899	0.5937	0.479359409108
0.8899	0.643	0.587459908563
0.8899	0.6924	0.696212061657
0.8899	0.7418	0.807462148609
0.8899	0.7911	0.904627291995
0.8899	0.8405	0.984466532806
0.8899	0.8899	1.07853378707
0.8899	0.9392	1.16561175507
0.8899	0.9886	1.25627900956
0.8899	1.038	1.31996371956
0.8899	1.087	1.40394592277
0.8899	1.137	1.46979895346
0.8899	1.186	1.53936104956
0.8899	1.235	1.59083694967
0.8899	1.285	1.64979174075
0.8899	1.334	1.69426806533
0.8899	1.384	1.72821676631
0.8899	1.433	1.79411417094
0.8899	1.482	1.82798398855
0.8899	1.532	1.86425064415
0.8899	1.581	1.89268315279
0.8899	1.63	1.93651003001
0.8899	1.68	1.96781273325
0.8899	1.729	2.00468751348
0.8899	1.778	2.01386118892
0.8899	1.828	2.04539849799
0.8899	1.877	2.07095959164
0.8899	1.927	2.1121175928
0.8899	1.976	2.12454677352
0.8899	2.025	2.14983991879
0.8899	2.075	2.17511430556
0.8899	2.124	2.17981144939
0.8899	2.173	2.2160804835
0.8899	2.223	2.23015811511
0.8899	2.272	2.2445132657
0.8899	2.322	2.25573640862
0.8899	2.371	2.27545793952
0.8899	2.42	2.28114590603
0.8899	2.47	2.29190476675
0.8899	2.519	2.3012565112
0.8899	2.568	2.3109295789
0.8899	2.618	2.31227740952
0.8899	2.667	2.32000732245
0.8899	2.716	2.36413050581
0.8899	2.766	2.36947098713
0.8899	2.815	2.37242335362
0.8899	2.865	2.38291800944
0.8899	2.914	2.38691434989
0.8899	2.963	2.39836873748
0.8899	3.013	2.4041261818
0.8899	3.062	2.40689831161
0.8899	3.111	2.41522764077
0.8899	3.161	2.43039535135
0.8899	3.21	2.44284123555
0.8899	3.259	2.45283932527
0.8899	3.309	2.45842748198
0.8899	3.358	2.45961840295
0.8899	3.408	2.47447034247
0.8899	3.457	2.47352633046
0.8899	3.506	2.47901563635
0.8899	3.556	2.48135683942
0.8899	3.605	2.50022028816
0.8899	3.654	2.49849047274
0.8899	3.704	2.51353303488
0.8899	3.753	2.52123590072
0.8899	3.803	2.51855724701
0.8899	3.852	2.52444034247
0.8899	3.901	2.52669302122
0.8899	3.951	2.53428621715
0.8899	4	2.53862794157

0.9392	0.1	1.3934289451
0.9392	0.1494	1.13603212902
0.9392	0.1987	0.926873923653
0.9392	0.2481	0.717077944607
0.9392	0.2975	0.536047882236
0.9392	0.3468	0.369548206657
0.9392	0.3962	0.236342368964
0.9392	0.4456	0.153254887918
0.9392	0.4949	0.189667645239
0.9392	0.5443	0.292376330199
0.9392	0.5937	0.392401428853
0.9392	0.643	0.498237125492
0.9392	0.6924	0.609372245911
0.9392	0.7418	0.713469081088
0.9392	0.7911	0.815678157967
0.9392	0.8405	0.910926051279
0.9392	0.8899	0.986144901288
0.9392	0.9392	1.08410549048
0.9392	0.9886	1.16561175507
0.9392	1.038	1.22927237061
0.9392	1.087	1.31271981205
0.9392	1.137	1.3878602107
0.9392	1.186	1.45035046075
0.9392	1.235	1.51489732004
0.9392	1.285	1.57004525174
0.9392	1.334	1.62960868131
0.9392	1.384	1.67488769909
0.9392	1.433	1.70844098541
0.9392	1.482	1.75786536339
0.9392	1.532	1.79752974574
0.9392	1.581	1.83844176707
0.9392	1.63	1.86913862981
0.9392	1.68	1.89312357974
0.9392	1.729	1.94384189254
0.9392	1.778	1.97569724519
0.9392	1.828	2.00577719464
0.9392	1.877	2.01386118892
0.9392	1.927	2.04539849799
0.9392	1.976	2.06552890322
0.9392	2.025	2.10039074874
0.9392	2.075	2.12454677352
0.9392	2.124	2.14020286303
0.9392	2.173	2.17146482511
0.9392	2.223	2.17608906662
0.9392	2.272	2.20517708571
0.9392	2.322	2.22633740617
0.9392	2.371	2.23789088161
0.9392	2.42	2.24995603745
0.9392	2.47	2.26530577383
0.9392	2.519	2.27937714425
0.9392	2.568	2.27723389703
0.9392	2.618	2.29190476675
0.9392	2.667	2.3012565112
0.9392	2.716	2.3109295789
0.9392	2.766	2.31460264559
0.9392	2.815	2.32000732245
0.9392	2.865	2.35323752429
0.9392	2.914	2.36824889489
0.9392	2.963	2.36938620603
0.9392	3.013	2.38291800944
0.9392	3.062	2.38684944175
0.9392	3.111	2.39246888545
0.9392	3.161	2.40376599729
0.9392	3.21	2.40469734337
0.9392	3.259	2.41359727752
0.9392	3.309	2.42980500433
0.9392	3.358	2.43141629702
0.9392	3.408	2.44284123555
0.9392	3.457	2.45410092508
0.9392	3.506	2.45744413884
0.9392	3.556	2.45961840295
0.9392	3.605	2.47352633046
0.9392	3.654	2.47352633046
0.9392	3.704	2.47901563635
0.9392	3.753	2.48135683942
0.9392	3.803	2.50022028816
0.9392	3.852	2.50022028816
0.9392	3.901	2.50638602538
0.9392	3.951	2.52123590072
0.9392	4	2.51855724701

0.9886	0.1	1.42070036503
0.9886	0.1494	1.17420303965
0.9886	0.1987	0.964205101214
0.9886	0.2481	0.74841861479
0.9886	0.2975	0.576885681636
0.9886	0.3468	0.432583687579
0.9886	0.3962	0.288306105274
0.9886	0.4456	0.175012866569
0.9886	0.4949	0.162986907836
0.9886	0.5443	0.224377657598
0.9886	0.5937	0.34209858891
0.9886	0.643	0.427346287949
0.9886	0.6924	0.539515555025
0.9886	0.7418	0.65073398291
0.9886	0.7911	0.739412191442
0.9886	0.8405	0.822544973218
0.9886	0.8899	0.91634933864
0.9886	0.9392	0.988491192389
0.9886	0.9886	1.08175268925
0.9886	1.038	1.16561175507
0.9886	1.087	1.22927237061
0.9886	1.137	1.30867196165
0.9886	1.186	1.36221592823
0.9886	1.235	1.42556504775
0.9886	1.285	1.50287930873
0.9886	1.334	1.55050218356
0.9886	1.384	1.61510984595
0.9886	1.433	1.65720046963
0.9886	1.482	1.69426806533
0.9886	1.532	1.72821676631
0.9886	1.581	1.78175247859
0.9886	1.63	1.81583848264
0.9886	1.68	1.85175192997
0.9886	1.729	1.8774842876
0.9886	1.778	1.90567382503
0.9886	1.828	1.94389980693
0.9886	1.877	1.97569724519
0.9886	1.927	2.00577719464
0.9886	1.976	2.01386118892
0.9886	2.025	2.04538173475
0.9886	2.075	2.06552890322
0.9886	2.124	2.09768760638
0.9886	2.173	2.12253263398
0.9886	2.223	2.13300713909
0.9886	2.272	2.16349274327
0.9886	2.322	2.17608906662
0.9886	2.371	2.18417834238
0.9886	2.42	2.21576449514
0.9886	2.47	2.23015811511
0.9886	2.519	2.24389440088
0.9886	2.568	2.25573640862
0.9886	2.618	2.2703191354
0.9886	2.667	2.27937714425
0.9886	2.716	2.29008839882
0.9886	2.766	2.29393398314
0.9886	2.815	2.3012565112
0.9886	2.865	2.3109295789
0.9886	2.914	2.3144203901
0.9886	2.963	2.32000732245
0.9886	3.013	2.35323752429
0.9886	3.062	2.36824889489
0.9886	3.111	2.36947098713
0.9886	3.161	2.38129435195
0.9886	3.21	2.38656183473
0.9886	3.259	2.39180187286
0.9886	3.309	2.40286819011
0.9886	3.358	2.4041261818
0.9886	3.408	2.40689831161
0.9886	3.457	2.41522764077
0.9886	3.506	2.43039535135
0.9886	3.556	2.44284123555
0.9886	3.605	2.4438525025
0.9886	3.654	2.45410092508
0.9886	3.704	2.45851733073
0.9886	3.753	2.46107124489
0.9886	3.803	2.47352633046
0.9886	3.852	2.47929521824
0.9886	3.901	2.47901563635
0.9886	3.951	2.48135683942
0.9886	4	2.50022028816

1.038	0.1	1.45274314532
1.038	0.1494	1.21260827126
1.038	0.1987	1.00776286772
1.038	0.2481	0.821888699403
1.038	0.2975	0.643688169595
1.038	0.3468	0.464328682713
1.038	0.3962	0.335872238174
1.038	0.4456	0.222656408772
1.038	0.4949	0.151147964258
1.038	0.5443	0.189667645239
1.038	0.5937	0.264360722003
1.038	0.643	0.368288855944
1.038	0.6924	0.479359409108
1.038	0.7418	0.564720663307
1.038	0.7911	0.663975506681
1.038	0.8405	0.762066397907
1.038	0.8899	0.833482835373
1.038	0.9392	0.926645702158
1.038	0.9886	0.99170815216
1.038	1.038	1.0755847515
1.038	1.087	1.16330436411
1.038	1.137	1.21430174449
1.038	1.186	1.29601715515
1.038	1.235	1.34073987729
1.038	1.285	1.41519943818
1.038	1.334	1.48078710669
1.038	1.384	1.53936104956
1.038	1.433	1.57998514724
1.038	1.482	1.63479639908
1.038	1.532	1.67715345432
1.038	1.581	1.70818067207
1.038	1.63	1.75478079022
1.038	1.68	1.79411417094
1.038	1.729	1.82798398855
1.038	1.778	1.86241865122
1.038	1.828	1.88326538062
1.038	1.877	1.91455434886
1.038	1.927	1.96014259325
1.038	1.976	1.98506490531
1.038	2.025	2.00577719464
1.038	2.075	2.01386118892
1.038	2.124	2.04538173475
1.038	2.173	2.06513007011
1.038	2.223	2.09090689973
1.038	2.272	2.11591325466
1.038	2.322	2.13254884492
1.038	2.371	2.15782845805
1.038	2.42	2.17511430556
1.038	2.47	2.17981144939
1.038	2.519	2.20517708571
1.038	2.568	2.22633740617
1.038	2.618	2.23779188067
1.038	2.667	2.24783319911
1.038	2.716	2.25852846055
1.038	2.766	2.27545793952
1.038	2.815	2.28114241253
1.038	2.865	2.29008839882
1.038	2.914	2.29392857928
1.038	2.963	2.3012565112
1.038	3.013	2.3109295789
1.038	3.062	2.31584392894
1.038	3.111	2.32000732245
1.038	3.161	2.35323752429
1.038	3.21	2.36824889489
1.038	3.259	2.36947098713
1.038	3.309	2.38176030581
1.038	3.358	2.38467034959
1.038	3.408	2.38691434989
1.038	3.457	2.39836873748
1.038	3.506	2.4041261818
1.038	3.556	2.40689831161
1.038	3.605	2.41359727752
1.038	3.654	2.42980500433
1.038	3.704	2.43141629702
1.038	3.753	2.44284123555
1.038	3.803	2.45283932527
1.038	3.852	2.45704848743
1.038	3.901	2.45851733073
1.038	3.951	2.46640486697
1.038	4	2.47352633046

1.087	0.1	1.47013809676
1.087	0.1494	1.23878968891
1.087	0.1987	1.04236533534
1.087	0.2481	0.871922957715
1.087	0.2975	0.683561136775
1.087	0.3468	0.522711081013
1.087	0.3962	0.383242585559
1.087	0.4456	0.261915117303
1.087	0.4949	0.172541479038
1.087	0.5443	0.162986907836
1.087	0.5937	0.211647393661
1.087	0.643	0.310647570727
1.087	0.6924	0.400526853999
1.087	0.7418	0.494795385857
1.087	0.7911	0.593636137079
1.087	0.8405	0.673751305461
1.087	0.8899	0.773844008782
1.087	0.9392	0.85641147325
1.087	0.9886	0.932291552819
1.087	1.038	0.99434870211
1.087	1.087	1.07949281617
1.087	1.137	1.16132085136
1.087	1.186	1.21453142803
1.087	1.235	1.27397404604
1.087	1.285	1.32968926328
1.087	1.334	1.41319403947
1.087	1.384	1.46921948474
1.087	1.433	1.52389481292
1.087	1.482	1.56976468026
1.087	1.532	1.62528150647
1.087	1.581	1.65720046963
1.087	1.63	1.69426806533
1.087	1.68	1.72779006469
1.087	1.729	1.77217651527
1.087	1.778	1.80643807181
1.087	1.828	1.83498886279
1.087	1.877	1.86539145445
1.087	1.927	1.88671194966
1.087	1.976	1.9146786276
1.087	2.025	1.96348273289
1.087	2.075	1.99469145919
1.087	2.124	2.00577719464
1.087	2.173	2.01386118892
1.087	2.223	2.04538173475
1.087	2.272	2.06513007011
1.087	2.322	2.08806487397
1.087	2.371	2.11450942384
1.087	2.42	2.13057100336
1.087	2.47	2.14983991879
1.087	2.519	2.17146482511
1.087	2.568	2.17608906662
1.087	2.618	2.20302204151
1.087	2.667	2.21576449514
1.087	2.716	2.23015811511
1.087	2.766	2.2410582951
1.087	2.815	2.25573640862
1.087	2.865	2.2658460553
1.087	2.914	2.27937714425
1.087	2.963	2.28326744254
1.087	3.013	2.29047177562
1.087	3.062	2.3012565112
1.087	3.111	2.3012565112
1.087	3.161	2.3109295789
1.087	3.21	2.31584392894
1.087	3.259	2.32000732245
1.087	3.309	2.35076141452
1.087	3.358	2.36824889489
1.087	3.408	2.36947098713
1.087	3.457	2.38176337343
1.087	3.506	2.38311992109
1.087	3.556	2.38691434989
1.087	3.605	2.39246888545
1.087	3.654	2.40376599729
1.087	3.704	2.40428827939
1.087	3.753	2.40689831161
1.087	3.803	2.41522764077
1.087	3.852	2.43039535135
1.087	3.901	2.44284123555
1.087	3.951	2.44284123555
1.087	4	2.45410092508

1.137	0.1	1.4969310471
1.137	0.1494	1.26644505136
1.137	0.1987	1.0801271239
1.137	0.2481	0.89846251316
1.137	0.2975	0.724256383962
1.137	0.3468	0.565450156311
1.137	0.3962	0.43301305357
1.137	0.4456	0.30798111925
1.137	0.4949	0.208990343108
1.137	0.5443	0.15278792777
1.137	0.5937	0.188947720861
1.137	0.643	0.258102799875
1.137	0.6924	0.353946175521
1.137	0.7418	0.429501347049
1.137	0.7911	0.521214366137
1.137	0.8405	0.610761336673
1.137	0.8899	0.702468539864
1.137	0.9392	0.77887905274
1.137	0.9886	0.862346323289
1.137	1.038	0.941136500538
1.137	1.087	0.99465074606
1.137	1.137	1.09497825387
1.137	1.186	1.16132085136
1.137	1.235	1.20886424346
1.137	1.285	1.26740702631
1.137	1.334	1.32731499884
1.137	1.384	1.3878602107
1.137	1.433	1.44498711908
1.137	1.482	1.50877158221
1.137	1.532	1.54966809353
1.137	1.581	1.59813323472
1.137	1.63	1.64515670653
1.137	1.68	1.68076654396
1.137	1.729	1.70665555291
1.137	1.778	1.75478079022
1.137	1.828	1.79091854755
1.137	1.877	1.81583848264
1.137	1.927	1.84636540552
1.137	1.976	1.86985624387
1.137	2.025	1.89312357974
1.137	2.075	1.920842871
1.137	2.124	1.96389375644
1.137	2.173	1.99469145919
1.137	2.223	2.00577719464
1.137	2.272	2.01386118892
1.137	2.322	2.04230036914
1.137	2.371	2.06452459327
1.137	2.42	2.07661503106
1.137	2.47	2.11265821114
1.137	2.519	2.12454677352
1.137	2.568	2.13718252717
1.137	2.618	2.16536311169
1.137	2.667	2.17511430556
1.137	2.716	2.17981144939
1.137	2.766	2.20930347052
1.137	2.815	2.22675094295
1.137	2.865	2.23779188067
1.137	2.914	2.24771941124
1.137	2.963	2.25573640862
1.137	3.013	2.27094384198
1.137	3.062	2.27937714425
1.137	3.111	2.28061280582
1.137	3.161	2.29190476675
1.137	3.21	2.3012565112
1.137	3.259	2.3012565112
1.137	3.309	2.31227740952
1.137	3.358	2.31584392894
1.137	3.408	2.32000732245
